"host_response_rate" "host_acceptance_rate" "host_response_time" "host_is_superhost"
"48211" 100 100 "within an hour" "f"
"48212" NA NA "N/A" "f"
"48213" NA NA "N/A" "f"
"48214" 100 NA "within a day" "f"
"48215" 50 NA "within a day" "f"
"48216" 100 NA "within a day" "f"
"48217" 100 NA "within a few hours" "f"
"48218" NA NA "N/A" "f"
"48219" 80 100 "within a few hours" "f"
"48220" 100 80 "within a day" "f"
"48221" NA NA "N/A" "f"
"48222" 80 0 "within a day" "f"
"48223" 100 91 "within a few hours" "f"
"48224" NA 100 "N/A" "f"
"48225" 90 63 "within a day" "f"
"48226" 100 100 "within an hour" "f"
"48227" NA NA "N/A" "f"
"48228" 100 100 "within an hour" "f"
"48229" 100 100 "within an hour" "f"
"48230" 72 97 "within a day" "f"
"48231" 100 100 "within a few hours" "f"
"48232" 100 50 "within a day" "f"
"48233" 60 100 "within a day" "f"
"48234" 100 100 "within an hour" "f"
"48235" 100 96 "within an hour" "f"
"48236" 100 100 "within an hour" "f"
"48237" 90 100 "within an hour" "f"
"48238" 100 100 "within an hour" "t"
"48239" NA NA "N/A" "f"
"48240" 100 50 "within a few hours" "f"
"48241" 100 100 "within an hour" "f"
"48242" 70 82 "within a day" "f"
"48243" 56 75 "within a day" "f"
"48244" 80 83 "within an hour" "f"
"48245" NA NA "N/A" "f"
"48246" NA NA "N/A" "f"
"48247" 80 88 "within a day" "f"
"48248" 100 90 "within an hour" "f"
"48249" 100 100 "within an hour" "f"
"48250" 100 87 "within a day" "t"
"48251" 100 100 "within an hour" "f"
"48252" 100 100 "within an hour" "f"
"48253" 100 94 "within a few hours" "f"
"48254" 75 100 "within an hour" "f"
"48255" 100 100 "within a day" "f"
"48256" NA NA "N/A" "f"
"48257" 90 73 "within a day" "f"
"48258" 100 100 "within a few hours" "f"
"48259" 100 100 "within an hour" "f"
"48260" 100 100 "within an hour" "f"
"48261" NA NA "N/A" "f"
"48262" NA NA "N/A" "f"
"48263" 100 100 "within an hour" "f"
"48264" 100 100 "within an hour" "f"
"48265" NA NA "N/A" "f"
"48266" NA NA "N/A" "f"
"48267" NA NA "N/A" "f"
"48268" NA NA "N/A" "f"
"48269" NA NA "N/A" "f"
"48270" 17 50 "a few days or more" "f"
"48271" 100 100 "within an hour" "f"
"48272" NA NA "N/A" "f"
"48273" 100 NA "within a day" "f"
"48274" 44 50 "a few days or more" "f"
"48275" 100 100 "within an hour" "f"
"48276" NA NA "N/A" "f"
"48277" NA NA "N/A" "f"
"48278" 60 83 "within a day" "f"
"48279" NA NA "N/A" "f"
"48280" 67 NA "within a day" "f"
"48281" 100 NA "within a day" "f"
"48282" 100 85 "within a few hours" "f"
"48283" 100 100 "within an hour" "t"
"48284" 100 100 "within an hour" "f"
"48285" 100 100 "within an hour" "f"
"48286" 100 80 "within a few hours" "f"
"48287" 33 NA "a few days or more" "f"
"48288" 100 100 "within a few hours" "f"
"48289" NA NA "N/A" "f"
"48290" NA NA "N/A" "f"
"48291" 100 13 "within a day" "f"
"48292" NA NA "N/A" "f"
"48293" NA NA "N/A" "f"
"48294" 100 100 "within a few hours" "f"
"48295" NA NA "N/A" "f"
"48296" NA NA "N/A" "f"
"48297" 94 86 "within an hour" "f"
"48298" 100 NA "within a few hours" "f"
"48299" NA NA "N/A" "f"
"48300" NA NA "N/A" "f"
"48301" 100 56 "within a few hours" "f"
"48302" 100 100 "within an hour" "f"
"48303" NA NA "N/A" "f"
"48304" 100 100 "within a day" "f"
"48305" 80 0 "within a day" "f"
"48306" 100 27 "within a few hours" "f"
"48307" NA NA "N/A" "f"
"48308" 100 NA "within a day" "f"
"48309" 100 67 "within an hour" "t"
"48310" 100 100 "within a few hours" "f"
"48311" NA NA "N/A" "f"
"48312" 78 50 "within a day" "f"
"48313" 100 100 "within an hour" "f"
"48314" 100 100 "within an hour" "f"
"48315" NA NA "N/A" "f"
"48316" NA NA "N/A" "f"
"48317" NA NA "N/A" "f"
"48318" 50 NA "within a day" "f"
"48319" NA NA "N/A" "f"
"48320" 75 100 "within a day" "f"
"48321" 100 71 "within a few hours" "f"
"48322" 90 67 "within a day" "f"
"48323" NA NA "N/A" "f"
"48324" 100 NA "within a day" "f"
"48325" NA NA "N/A" "f"
"48326" 100 80 "within an hour" "f"
"48327" NA NA "N/A" "f"
"48328" NA NA "N/A" "f"
"48329" 100 100 "within a few hours" "f"
"48330" 100 100 "within an hour" "f"
"48331" 100 0 "within a day" "f"
"48332" 100 100 "within an hour" "f"
"48333" 90 0 "within a day" "f"
"48334" 100 100 "within a few hours" "f"
"48335" 82 90 "within a few hours" "f"
"48336" NA NA "N/A" "f"
"48337" 56 50 "within a day" "f"
"48338" 100 100 "within an hour" "f"
"48339" 100 67 "within a few hours" "f"
"48340" 90 73 "within a day" "f"
"48341" 100 100 "within a day" "f"
"48342" 57 94 "within a day" "f"
"48343" 60 50 "within a day" "f"
"48344" 75 100 "within a day" "f"
"48345" 100 100 "within a few hours" "f"
"48346" 100 100 "within a few hours" "f"
"48347" 100 NA "within a few hours" "f"
"48348" 83 50 "within a day" "f"
"48349" 20 100 "a few days or more" "f"
"48350" 33 NA "a few days or more" "f"
"48351" 100 67 "within a few hours" "f"
"48352" NA NA "N/A" "f"
"48353" 60 61 "within a day" "f"
"48354" 100 NA "within a day" "f"
"48355" 97 97 "within a few hours" "f"
"48356" 100 100 "within an hour" "f"
"48357" NA NA "N/A" "f"
"48358" 100 100 "within a few hours" "f"
"48359" 100 NA "within a day" "f"
"48360" 100 67 "within a few hours" "f"
"48361" 82 92 "within a few hours" "f"
"48362" 100 NA "within a day" "f"
"48363" 100 100 "within a few hours" "f"
"48364" 80 100 "within a few hours" "f"
"48365" 100 100 "within a few hours" "t"
"48366" NA 100 "N/A" "f"
"48367" NA NA "N/A" "f"
"48368" 50 NA "within a day" "f"
"48369" NA NA "N/A" "f"
"48370" NA NA "N/A" "f"
"48371" 100 100 "within an hour" "f"
"48372" 100 100 "within a few hours" "f"
"48373" 50 NA "within a day" "f"
"48374" NA NA "N/A" "f"
"48375" 100 100 "within a few hours" "f"
"48376" 100 100 "within a day" "f"
"48377" 100 33 "within a few hours" "f"
"48378" NA NA "N/A" "f"
"48379" 100 NA "within an hour" "f"
"48380" 83 100 "within a few hours" "f"
"48381" NA NA "N/A" "f"
"48382" 100 100 "within an hour" "f"
"48383" 100 100 "within an hour" "f"
"48384" 100 NA "within a day" "f"
"48385" NA NA "N/A" "f"
"48386" 50 67 "within a day" "f"
"48387" NA NA "N/A" "f"
"48388" NA NA "N/A" "f"
"48389" 98 100 "within an hour" "f"
"48390" 100 100 "within an hour" "f"
"48391" NA NA "N/A" "f"
"48392" 100 0 "within a few hours" "f"
"48393" 50 100 "within a day" "f"
"48394" 100 100 "within an hour" "f"
"48395" 100 100 "within an hour" "f"
"48396" NA NA "N/A" "f"
"48397" 88 100 "within a few hours" "f"
"48398" NA NA "N/A" "f"
"48399" 89 90 "within a few hours" "f"
"48400" NA NA "N/A" "f"
"48401" 100 NA "within a day" "f"
"48402" NA NA "N/A" "f"
"48403" NA NA "N/A" "f"
"48404" NA NA "N/A" "f"
"48405" NA NA "N/A" "f"
"48406" 100 NA "within a day" "f"
"48407" NA NA "N/A" "f"
"48408" 100 100 "within an hour" "f"
"48409" NA NA "N/A" "f"
"48410" 83 50 "within a day" "f"
"48411" NA NA "N/A" "f"
"48412" 60 75 "within a day" "f"
"48413" NA NA "N/A" "f"
"48414" NA NA "N/A" "f"
"48415" NA NA "N/A" "f"
"48416" 100 100 "within a day" "f"
"48417" 100 100 "within an hour" "f"
"48418" 100 75 "within a few hours" "f"
"48419" NA NA "N/A" "f"
"48420" 100 100 "within an hour" "f"
"48421" NA NA "N/A" "f"
"48422" 100 100 "within a day" "f"
"48423" 80 100 "within a few hours" "f"
"48424" 100 100 "within an hour" "f"
"48425" NA NA "N/A" "f"
"48426" 100 100 "within an hour" "f"
"48427" 90 92 "within a day" "f"
"48428" NA NA "N/A" "f"
"48429" 100 83 "within a few hours" "f"
"48430" 100 NA "within a day" "f"
"48431" NA NA "N/A" "f"
"48432" 100 100 "within an hour" "f"
"48433" 60 67 "within a day" "f"
"48434" 90 80 "within a few hours" "f"
"48435" 100 100 "within a day" "f"
"48436" 71 100 "within a day" "f"
"48437" NA NA "N/A" "f"
"48438" 100 96 "within an hour" "f"
"48439" 100 100 "within a few hours" "f"
"48440" 100 0 "within an hour" "f"
"48441" 80 80 "within a day" "f"
"48442" 100 50 "within a few hours" "t"
"48443" 80 17 "within a few hours" "f"
"48444" NA NA "N/A" "f"
"48445" NA 100 "N/A" "f"
"48446" 70 100 "within a day" "f"
"48447" 100 33 "within a day" "t"
"48448" NA NA "N/A" "f"
"48449" 100 100 "within a day" "f"
"48450" 100 NA "within an hour" "f"
"48451" 100 100 "within a day" "f"
"48452" 63 100 "within a day" "f"
"48453" NA NA "N/A" "f"
"48454" 82 81 "within a day" "f"
"48455" 89 75 "within an hour" "f"
"48456" 100 100 "within a few hours" "f"
"48457" 100 89 "within an hour" "f"
"48458" NA NA "N/A" "f"
"48459" 100 68 "within an hour" "f"
"48460" 100 50 "within an hour" "f"
"48461" NA NA "N/A" "f"
"48462" 95 100 "within an hour" "f"
"48463" 75 71 "within a few hours" "f"
"48464" 80 70 "within a few hours" "f"
"48465" 100 NA "within a day" "f"
"48466" 84 83 "within a few hours" "f"
"48467" 50 89 "within a day" "f"
"48468" 50 NA "within a day" "f"
"48469" 100 100 "within an hour" "f"
"48470" 100 NA "within a few hours" "f"
"48471" 60 100 "within a few hours" "f"
"48472" NA NA "N/A" "f"
"48473" 60 100 "within an hour" "f"
"48474" 75 100 "within a few hours" "f"
"48475" 100 100 "within an hour" "f"
"48476" 100 NA "within a few hours" "f"
"48477" 85 95 "within a day" "f"
"48478" NA NA "N/A" "f"
"48479" 100 100 "within an hour" "f"
"48480" 100 100 "within an hour" "f"
"48481" NA NA "N/A" "f"
"48482" 90 100 "within a day" "f"
"48483" 100 100 "within an hour" "f"
"48484" NA NA "N/A" "f"
"48485" 100 NA "within a few hours" "f"
"48486" 100 0 "within a day" "f"
"48487" 80 80 "within a day" "f"
"48488" NA NA "N/A" "f"
"48489" NA NA "N/A" "f"
"48490" NA NA "N/A" "f"
"48491" NA NA "N/A" "f"
"48492" NA NA "N/A" "f"
"48493" 80 71 "within a day" "f"
"48494" 98 100 "within an hour" "f"
"48495" 20 100 "a few days or more" "f"
"48496" 100 0 "within a few hours" "f"
"48497" 70 71 "within a day" "f"
"48498" 80 86 "within a day" "f"
"48499" NA NA "N/A" "f"
"48500" 90 100 "within a few hours" "f"
"48501" NA NA "N/A" "f"
"48502" 72 76 "within a few hours" "f"
"48503" NA NA "N/A" "f"
"48504" NA NA "N/A" "f"
"48505" 100 NA "within a day" "f"
"48506" 100 100 "within an hour" "f"
"48507" 100 100 "within a day" "f"
"48508" NA NA "N/A" "f"
"48509" 100 NA "within a day" "f"
"48510" 100 100 "within an hour" "f"
"48511" 100 50 "within a few hours" "f"
"48512" NA NA "N/A" "f"
"48513" 100 90 "within a day" "t"
"48514" 100 100 "within a few hours" "f"
"48515" NA NA "N/A" "f"
"48516" 86 100 "within a day" "f"
"48517" NA NA "N/A" "f"
"48518" 80 92 "within a day" "f"
"48519" NA NA "N/A" "f"
"48520" NA NA "N/A" "f"
"48521" NA NA "N/A" "f"
"48522" 100 100 "within an hour" "f"
"48523" 100 100 "within an hour" "f"
"48524" 100 89 "within a few hours" "f"
"48525" 100 100 "within an hour" "t"
"48526" NA NA "N/A" "f"
"48527" 95 90 "within a few hours" "f"
"48528" 100 100 "within a day" "f"
"48529" 100 NA "within a few hours" "f"
"48530" 90 100 "within an hour" "f"
"48531" 100 0 "within a day" "f"
"48532" 56 100 "within a day" "f"
"48533" NA NA "N/A" "f"
"48534" 100 94 "within an hour" "f"
"48535" 90 32 "within a day" "f"
"48536" NA NA "N/A" "f"
"48537" NA NA "N/A" "f"
"48538" 100 100 "within an hour" "f"
"48539" 100 92 "within an hour" "f"
"48540" NA NA "N/A" "f"
"48541" 100 50 "within a few hours" "f"
"48542" NA NA "N/A" "f"
"48543" 100 100 "within a few hours" "f"
"48544" NA NA "N/A" "f"
"48545" NA NA "N/A" "f"
"48546" 75 0 "within a day" "f"
"48547" 100 39 "within an hour" "f"
"48548" 100 67 "within a few hours" "f"
"48549" 100 100 "within an hour" "f"
"48550" NA NA "N/A" "f"
"48551" 100 77 "within a day" "t"
"48552" 100 NA "within a few hours" "f"
"48553" 30 100 "a few days or more" "f"
"48554" NA NA "N/A" "f"
"48555" 75 NA "within a day" "f"
"48556" NA NA "N/A" "f"
"48557" 72 97 "within a day" "f"
"48558" 100 100 "within an hour" "f"
"48559" 25 NA "a few days or more" "f"
"48560" 100 NA "within an hour" "f"
"48561" 100 82 "within a few hours" "f"
"48562" NA NA "N/A" "f"
"48563" 100 NA "within a few hours" "f"
"48564" 100 67 "within a few hours" "f"
"48565" 90 100 "within an hour" "f"
"48566" 100 50 "within an hour" "f"
"48567" 100 100 "within an hour" "f"
"48568" 100 71 "within a few hours" "f"
"48569" 100 100 "within an hour" "f"
"48570" 100 100 "within an hour" "f"
"48571" 100 100 "within an hour" "f"
"48572" NA NA "N/A" "f"
"48573" NA NA "N/A" "f"
"48574" 100 100 "within a few hours" "f"
"48575" 100 100 "within a day" "f"
"48576" 100 100 "within a few hours" "f"
"48577" 100 75 "within a day" "f"
"48578" 70 NA "within a day" "f"
"48579" 50 NA "within a day" "f"
"48580" 100 86 "within an hour" "f"
"48581" NA NA "N/A" "f"
"48582" 50 0 "within a day" "f"
"48583" 100 100 "within an hour" "f"
"48584" 100 NA "within an hour" "f"
"48585" 100 63 "within a day" "t"
"48586" 50 NA "within a day" "f"
"48587" NA NA "N/A" "f"
"48588" NA NA "N/A" "f"
"48589" 90 63 "within an hour" "f"
"48590" 40 NA "a few days or more" "f"
"48591" 100 80 "within a few hours" "f"
"48592" 100 43 "within an hour" "f"
"48593" 100 100 "within a few hours" "f"
"48594" NA NA "N/A" "f"
"48595" NA NA "N/A" "f"
"48596" 100 100 "within an hour" "f"
"48597" NA NA "N/A" "f"
"48598" 100 0 "within a day" "f"
"48599" 50 NA "within a day" "f"
"48600" 100 75 "within a few hours" "t"
"48601" 100 100 "within a day" "f"
"48602" 93 89 "within a few hours" "f"
"48603" 100 96 "within an hour" "f"
"48604" 100 NA "within a few hours" "f"
"48605" NA NA "N/A" "f"
"48606" 67 100 "within a day" "f"
"48607" NA NA "N/A" "f"
"48608" NA NA "N/A" "f"
"48609" NA NA "N/A" "f"
"48610" 100 100 "within an hour" "f"
"48611" 100 100 "within a few hours" "f"
"48612" 100 50 "within a few hours" "f"
"48613" 100 100 "within a day" "f"
"48614" 89 88 "within an hour" "f"
"48615" 30 33 "a few days or more" "f"
"48616" 75 100 "within a day" "f"
"48617" 60 100 "within a day" "f"
"48618" 100 33 "within a few hours" "f"
"48619" 100 NA "within an hour" "f"
"48620" 100 100 "within an hour" "f"
"48621" 90 100 "within a day" "f"
"48622" 100 100 "within an hour" "f"
"48623" 100 0 "within a few hours" "f"
"48624" 100 NA "within a day" "f"
"48625" 100 NA "within a few hours" "f"
"48626" 100 100 "within a day" "f"
"48627" NA NA "N/A" "f"
"48628" NA NA "N/A" "f"
"48629" 100 96 "within an hour" "f"
"48630" 100 100 "within an hour" "f"
"48631" 100 100 "within an hour" "f"
"48632" 100 0 "within a few hours" "t"
"48633" 50 100 "within a day" "f"
"48634" 42 100 "a few days or more" "f"
"48635" 91 88 "within a day" "f"
"48636" 100 0 "within a few hours" "f"
"48637" NA NA "N/A" "f"
"48638" 100 100 "within a few hours" "f"
"48639" 70 29 "within a few hours" "f"
"48640" 80 100 "within a few hours" "f"
"48641" 60 100 "within an hour" "f"
"48642" 11 NA "a few days or more" "f"
"48643" 38 33 "a few days or more" "f"
"48644" NA NA "N/A" "f"
"48645" 100 100 "within an hour" "f"
"48646" 100 33 "within a few hours" "f"
"48647" 100 100 "within an hour" "f"
"48648" 100 100 "within a day" "f"
"48649" NA NA "N/A" "f"
"48650" 100 100 "within an hour" "f"
"48651" 100 100 "within an hour" "f"
"48652" NA NA "N/A" "f"
"48653" 100 100 "within an hour" "f"
"48654" 100 64 "within an hour" "f"
"48655" 100 100 "within an hour" "f"
"48656" 90 100 "within an hour" "f"
"48657" 100 NA "within a day" "f"
"48658" NA NA "N/A" "f"
"48659" 100 NA "within an hour" "f"
"48660" 100 97 "within an hour" "f"
"48661" 75 50 "within a day" "f"
"48662" NA NA "N/A" "f"
"48663" 100 50 "within a few hours" "f"
"48664" NA NA "N/A" "f"
"48665" 100 91 "within a day" "f"
"48666" 100 88 "within a few hours" "f"
"48667" 96 90 "within a few hours" "f"
"48668" 100 80 "within an hour" "f"
"48669" 50 100 "within a day" "f"
"48670" 86 100 "within a day" "f"
"48671" 67 86 "within a day" "f"
"48672" 100 NA "within an hour" "f"
"48673" NA NA "N/A" "f"
"48674" NA NA "N/A" "f"
"48675" 100 100 "within a day" "f"
"48676" 100 100 "within a few hours" "f"
"48677" NA NA "N/A" "f"
"48678" 100 40 "within an hour" "f"
"48679" NA NA "N/A" "f"
"48680" 100 100 "within a few hours" "f"
"48681" 100 100 "within a few hours" "f"
"48682" NA NA "N/A" "f"
"48683" 100 100 "within an hour" "f"
"48684" 100 67 "within a day" "f"
"48685" 100 100 "within an hour" "f"
"48686" NA NA "N/A" "f"
"48687" 100 22 "within a few hours" "f"
"48688" 33 67 "a few days or more" "f"
"48689" NA NA "N/A" "f"
"48690" 90 100 "within a few hours" "f"
"48691" 100 80 "within an hour" "f"
"48692" NA NA "N/A" "f"
"48693" 80 73 "within a day" "f"
"48694" 100 NA "within a day" "f"
"48695" 100 100 "within an hour" "f"
"48696" 100 100 "within a day" "f"
"48697" 100 100 "within a day" "f"
"48698" 100 100 "within a day" "f"
"48699" 78 100 "within a few hours" "f"
"48700" 70 67 "within a day" "f"
"48701" 100 100 "within a day" "f"
"48702" NA NA "N/A" "f"
"48703" 100 67 "within a day" "f"
"48704" 100 100 "within a few hours" "f"
"48705" 100 100 "within an hour" "t"
"48706" NA NA "N/A" "f"
"48707" NA NA "N/A" "f"
"48708" 100 62 "within a few hours" "f"
"48709" 100 100 "within a few hours" "f"
"48710" 95 94 "within an hour" "f"
"48711" 55 89 "within a day" "f"
"48712" 100 80 "within a day" "f"
"48713" 79 100 "within a day" "f"
"48714" 80 60 "within a few hours" "f"
"48715" 100 100 "within a few hours" "f"
"48716" 90 33 "within a day" "f"
"48717" 60 67 "within a day" "f"
"48718" 100 100 "within an hour" "f"
"48719" 100 67 "within a few hours" "f"
"48720" 80 67 "within a few hours" "f"
"48721" 100 NA "within a few hours" "f"
"48722" 100 40 "within a few hours" "t"
"48723" NA NA "N/A" "f"
"48724" NA NA "N/A" "f"
"48725" 90 82 "within an hour" "f"
"48726" NA NA "N/A" "f"
"48727" NA NA "N/A" "f"
"48728" 100 100 "within a day" "f"
"48729" 90 100 "within an hour" "f"
"48730" NA NA "N/A" "f"
"48731" NA NA "N/A" "f"
"48732" 100 100 "within an hour" "f"
"48733" 100 NA "within an hour" "f"
"48734" 86 100 "within an hour" "f"
"48735" 100 100 "within a few hours" "f"
"48736" 100 33 "within a few hours" "f"
"48737" NA NA "N/A" "f"
"48738" 56 100 "a few days or more" "f"
"48739" 82 100 "within a few hours" "f"
"48740" 91 88 "within a day" "f"
"48741" 100 100 "within an hour" "f"
"48742" 94 89 "within a few hours" "f"
"48743" 100 100 "within a few hours" "f"
"48744" 100 65 "within a day" "f"
"48745" 50 NA "within a day" "f"
"48746" NA NA "N/A" "f"
"48747" 100 100 "within an hour" "f"
"48748" 100 NA "within a day" "f"
"48749" 99 98 "within an hour" "f"
"48750" 71 60 "within a day" "f"
"48751" NA NA "N/A" "f"
"48752" 100 100 "within a day" "f"
"48753" NA NA "N/A" "f"
"48754" 100 100 "within an hour" "f"
"48755" 100 92 "within an hour" "f"
"48756" 100 100 "within an hour" "f"
"48757" 100 NA "within a few hours" "f"
"48758" 100 NA "within an hour" "f"
"48759" 100 100 "within a day" "f"
"48760" 100 100 "within a few hours" "f"
"48761" NA NA "N/A" "f"
"48762" 100 93 "within a few hours" "f"
"48763" 100 100 "within a day" "f"
"48764" 50 71 "within a day" "f"
"48765" 57 100 "within a day" "f"
"48766" 100 100 "within an hour" "f"
"48767" NA NA "N/A" "f"
"48768" NA NA "N/A" "f"
"48769" NA NA "N/A" "f"
"48770" 100 100 "within an hour" "f"
"48771" 100 100 "within a few hours" "f"
"48772" NA NA "N/A" "f"
"48773" NA NA "N/A" "f"
"48774" 25 100 "a few days or more" "f"
